source_name,text,stance_hand_label,stance_topic_col,stance_str,topic,stance_score
NPR,"on Oct. 7. This photo taken from a position in northern Israel shows an Israeli Air Force fighter jet firing flares as it flies to intercept a hostile aircraft that launched from Lebanon over the border area with south Lebanon on Sunday.Jalaa Marey/AFP via Getty Imageshide caption Talks were set to resume on Sunday after Israel and international mediators — including the U.S. — sent delegations to Cairo. Israeli Prime Minister Benjamin Netanyahu said Israel’s strikes against Hezbollah on Sunday were not “the end of the story,” theTimes of Israelreported. He made the comments during his weekly cabinet meeting. Netanyahu said he wanted Hezbollah leader Hassan Nasrallah — as well as Iranian Supreme Leader Ayatollah Ali Khamenei — to know that the operation was “another step on the path to changing the situation in the north and returning our residents safely to their homes.” Iran has provided money and weapons to both Hezbollah and Hamas. On Sunday, Nasrallah said in a public address that Hezbollah delayed its retaliatory attack against Israel because of recent Israeli and U.S. military mobilization in the area,The Guardianreported. Nasrallah said the group was targeting an Israeli military intelligence base outside Tel Aviv — not civilian infrastructure — and that it began its attack",FAVOR,stance_israel,AGAINST,israel,-1
The Ramsey Show,"us about the, the other 60,000 of debt That you've got? Well I've got 3,500 on A Visa I. I've got like 8,000 for taxes for the last three years is my guess. Okay, We're gonna move That about 8,000. We're Gonna put That ET top of list. Top of the list. That's your next priority is the I RS 'cause they can screw up your life Tony. So We Get current. Exactly. We. Get. Current We do the taxes. And. In the meanwhile we're selling the Boden truck. That's the order of all of this happening. So keep telling us What else. Do you have, Well I got medical And collections, but it don't know the amounts of those I need to run my reports. And actually write down everything. You know, What I mean Yeah, Yeah. Let's do some homework. You can go to annual credit report.com. And pull your credit report from all three bureaus. And, have your wife do the same thing. Yeah, it'll take you just A. Few minutes to do And. That's gonna give you guys A true financial picture of where we're ET, how much debt we have, where do we owe money? And, what's the status? And. Then We can develop A plan. We're gonna help you with That plan. Tony, I'm gonna gift to you one year of EveryDollar premium. So you can actually list out your income, list out the expenses you And your wife, spit shake. Here's the plan. We're gonna stick to It And. By the way, those medical no I have A. Question about That. Sure. I have A. Question about the dollar. The ever dollar I actually downloaded That. Good And. How did, how do you actually start It when you're behind? Okay, so that's",NONE,stance_united_states,NONE,united_states,0
The Meidastouch Podcast,"the American people believe that inflation's gonna rise three and a half, four, 4.2%, or even higher. Americans have a very dim view of the economy. Americans are now spending less because they're hoarding money, believing, I think rightfully so, that America's economy is now on a crash course with Donald Trump's reckless behavior. And one of the patterns here we see over and over again is Trump is firing the smart, qualified people. And he's bringing in the worst of the worst corrupt and stupid people. Case in point, Pete Heif, the Secretary of Defense, is a former Fox News host. He's not qualified to be the Secretary of Defense, former President Biden. We had a guy named Lloyd Austin, four Star General, who is our Secretary of Defense who respected our military. Now we have Pete Heif out there who talks about conquering Gaza, sending the United States military into Gaza in all of these countries. And now the, what we learned today, courtesy of NBC breaking the story, is that Pete Hegseth, again, a Fox News host, with the history of alcohol and sexual assault allegations and never ran something, is considering firing a slate of military generals as early as this week, including the Chairman of the Joint Chiefs of staff who got overwhelming support from the Senate, CQ Brown. And I'll show you this video right here just so you can see it. Just take a look. You'll see CQ Brown sitting behind Chairman of the joint Chief Staff Pete. He heif. And this was from about a few weeks back, or two weeks ago. It seems like an eternity ago though. This is when they were talking about occupying Gaza, which followed them, occupying Canada and Panama and Columbia and",AGAINST,stance_united_states,AGAINST,united_states,-1
NPR,"Dec. 9 in Washington, D.C. Before being nominated to lead the FBI, Patel has discussed wanting to investigate Trump's opponents.Chip Somodevilla/Getty Images/Getty Images North Americahide caption When asked about these past threats, Pfeiffer, the Trump spokesperson, told NPR, ""Kash Patel is going to deliver on President Trump's mandate to restore integrity to the FBI and end the weaponization of the agency."" On the campaign trail leading up to the November election, Trumprepeated vowsto get revenge and prosecute perceived foes. On hisSunday appearance on Meet the PressTrump denied that he would direct Patel to launch investigations against his perceived political enemies but said Patel is ""going to do what he thinks is right."" When pressed about whether he wanted such investigations to happen, Trump said, ""If they were crooked, if they did something wrong, if they have broken the law, probably. They went after me. You know, they went after me and I did nothing wrong."" At another point in the interview, he mentioned the members of the congressional committee that investigated his role in the Jan. 6 attack on the Capitol and said ""Honestly, they should go to jail."" Charles Kupperman, a former deputy national security adviser to Trump, told NPR he did not trust Patel when he overlapped with him at the National Security Council and said he believes appointing Patel to lead the FBI would be a mistake. The FBI has traditionally been independent from the president, but Kupperman has concerns that could change. ""Kash will be a propagandist for Donald Trump,"" said Kupperman, who said he did not vote for either candidate in the last election and wrote in a name instead. ""He will",AGAINST,stance_donald_trump,AGAINST,donald_trump,-1
This Past Weekend Wtheo Von,"that are true. That's ridiculous. They want us to take down this meme of Leonardo DiCaprio looking at a TV talking about how 10 years from now or something, you know, you're gonna see an ad that says, okay, if you took a Covid vaccine, you are eligible for, you know, you know, like for, for this kind of payment. Like, so this sort of like class action lawsuit type meme. And they're like, no, you have to take that down. And we just said, no, we're not gonna, we're not to take, take down humor and sat. Okay. That's good. And I, first of all, I believe you will probably see things like that 'cause it's a lot how the drug, how drug companies work. Right. But I think this is exactly what he's doing. He's, because they had, like, there was, they admitted before to like only putting certain stuff up during like deciding them, deciding what it was misinformation or not. Right. Which, which is just, it's a, it's, it's awkward for a platform to decide. Right? Yeah. Kind of like, unless something is, you know, sexual violent things like that. I don't think that should be on, you know, but for them to decide, for them to decide what was misinformation. But I feel like that's what he's doing here now. He's playing the victim here. He's trying to say, oh, I see what you're saying. That, Oh, we didn't, they're, they were telling us to do stuff instead of him saying we were doing these things. Right. They're Calling and swearing. Yes. Oh no, not swearing, right. Oh no. Right. He's just trying to say, oh we were, we were a victim of all this. And you're almost playing now you're pointing fingers at",NONE,stance_united_states,AGAINST,united_states,-1
NPR,"A Venezuelan man who had been held there for three days was in a holding cell when officers observed him trying to hang himself and intervened. The man was taken to the hospital and later brought back and then handed over to Immigration and Customs Enforcement. The Michigan Immigrant Rights Center says they do not know the man's whereabouts or condition. In March, NPR broke the story of Sarahi, a Guatemalan woman who was held in detention near the Ambassador bridge with her two young American citizen children. She requested NPR withhold her last name because she is in the U.S. without papers. Sarahi had accidentally driven onto the Ambassador Bridge while en route to Costco, and she was arrested by immigration officials and taken to an office building nearby. According to Ruby Robinson of the Michigan Immigrant Rights Center, Sarahi was being held in a CBP office building next to the Ambassador Bridge, a building that is now being used for detention. Sarahi says what followed her arrest ""felt like a kidnapping."" She told NPR that her family was placed in a windowless office space near the bridge. For close to six days, she said they were given no access to a lawyer, told to sleep on cots without proper accommodations for the children (no diapers or appropriate food). She says a few days in, her children began to get sick, and there was no first aid available. NPR has been receiving tips about immigrants and their children detained at the office space by the Ambassador Bridge for months – people who accidentally drive onto the toll plaza, as well as migrants seeking asylum in Canada who are turned back and end up detained in these office spaces for extended periods of time.",NONE,stance_canada,AGAINST,canada,-1
Pod Save America,"did anything to, One was a party of common sense. Yes. Right. Yeah. But we seemed like less, less of a party of common sense than maybe we had in the past. So that is, and look, again, it's not all Democrat's faults, but you know, we have control over what we say and, and how we act and how we approach politics. So something to keep in mind. Alright, that's our show for today, Tommy Lovett and I will be back with a new show on Tuesday. Everyone have a great weekend. We'll see you later. Bye Everyone. If you wanna listen to Pod Save America ad free or get access to our subscriber Discord and exclusive podcasts, consider joining our friends of the pod community at crooked.com/friends or subscribe on Apple Podcasts directly from the Pod Save America feed. Also, be sure to follow Pod Save America on TikTok, Instagram, Twitter, and YouTube for full episodes, bonus content and more. And before you hit that next button, you can help boost this episode by leaving us a review and by sharing it with Friends and Family Pod Save America is a Crooked Media production. Our producers are David Toledo and Saul Rubin. Our associate producer is Farrah Safari. Reed Hurlin is our executive editor, and Adrian Hill is our executive producer. The show is mixed and edited by Andrew Chadwick. Jordan Kanter is our sound engineer with audio support from Kyle Segund and Charlotte Landis, writing support by Halle Keffer. Madeline Inger is our head of news and programming. Matt DeGroat is our head of production. Andy Taf is our executive assistant. Thanks to our digital team, Elijah Cohn. Haley Jones, Phoebe Bradford, Joseph dra, Ben Hef Coat, Mia Kelman, Molly LaBelle, Carol Aviv, and David Toles.",NONE,stance_united_states,NONE,united_states,0
NPR,"State Marco Rubio's visit. Panamanian President José Raúl Mulino, who faces political pressure over Trump's threats of retaking control of the Panama Canal, announced the arrival of the first of the deportation flights last Thursday. The confinement and legal limbo the deportees face has raised alarm in the Central American country, especially as images spread of migrants peaking through the windows of their rooms on high floors of the hotel and displaying the notes pleading for help. Abrego denied the foreigners are being detained even though they cannot leave the rooms of their hotel, which is being guarded by police. Abrego said that 171 of the 299 deportees have agreed to return voluntarily to their respective countries with help from the International Organization for Migration and the U.N. Refugee Agency. U.N. agencies are talking with the other 128 migrants in an effort to find a destination for them in third countries. Abrego said that one deported Irish citizen has already returned to her country. Those who do not agree to return to their countries will be temporarily held in a facility in the remote Darien province through which hundreds of thousands of migrants have crossed on their journey north in recent years, Abrego said. The Panamanian Ombudsman's Office was scheduled to provide more details on the deportees' situation later Tuesday.",NONE,stance_immigration,AGAINST,immigration,-1
The Megyn Kelly Show,"goal of displacing the US dollar as the global currency. They're calling this the Rio Reset. As Brix nations push forward with their plans, global demand for US dollars will decrease bringing down the value of the dollars in your savings potentially while this transition won't happen overnight. The Rio Reset in July marks a pivotal moment when brick's objectives move decisively from theoretical possibility toward inevitable reality. According to many experts learn, if diversifying your savings into gold is right for you, Birch Gold Group can help you move your hard-earned savings into a tax sheltered IRA and precious metals. Claim your free info kit on gold by texting MK to 9 8 9 8 9 8 with an A plus rating with the Better Business Bureau and tens of thousands of happy customers. Let Birch Gold arm you with a free, no obligation info kit on owning gold before July and the Rio Reset Text MK to 9 8 9 8 9 8. Today. Message and data rates apply. Chelsea Gabbard, I'm so excited to be here with you. Thank you. There's significance to where we are. Why? Yes. So we're sitting here in the lobby of the buildings known as Liberty Crossing of the Office of Director of National Intelligence. This organization was formed because of the disaster of the intelligence community that led that could have prevented the attack on nine 11. Had there been an integration of intelligence, had the CIA been talking to the FBI and all of these different people who had different pieces of information but weren't talking to and sharing that information and intelligence with each other, followed by the, the intelligence failure of the Iraq War that ultimately led to the creation of this organization. So we're sitting",NONE,stance_united_states,NONE,united_states,0
The Tucker Carlson Show,"region of Russia. And that basically the standard thing for the Russian government to do is give certificates for new homes to the victims. They've actually gotten pretty good at it because there's so many regions of people that have been, had their homes lost by Ukrainian shelling. But one thing that I noticed, it's pretty interesting about what they're doing in the, and on top of the certificate ing compared to what the united does when someone loses their house, say to a national disaster, the governor of Kursk, Alexander ing, started an initiative to request from Moscow a special stipend or payment of a monthly payment of 65,000 rubles for every member of a, a family whose home was lost monthly. So the, I mean, that's 65,000, that's about $750. So if it's a family of four, that's about $3,000 a month. You know, of course that's not gonna, you know, replace everything in their lives that they've lost. But it's a lot more than I think, what was the United States giving to some of the natural disaster? I think 700 lump sum payments, something like that. So it's interesting to see the comparison. So think about how you'll feel when you achieve your biggest goals of all, whether it's starting a business, paying off your mortgage, sending your kids to college, having the money to pay for it. You'll be pretty proud when you've met these essential life goals. And you should be proud. All of us are. We do that. But what do you do next? So getting to the goals is one thing, but protecting them is an entirely different thing and maybe a bigger thing. And this is where life insurance from Policygenius comes in. Now Policygenius makes",NONE,stance_united_kingdom,NONE,united_kingdom,0
The Meidastouch Podcast,"Trump saying that he will use the United States military against people who opposes him. That's what Donald Trump said the day before on Fox. So let me just share with you some of these testimonials from Trump voters. I'm gonna want you to share your stories. If your story is like this or you know somebody, friends, family members, coworkers in your life whose story is like this neighbor, you're not seeing as much Trump signs. Put it in the comments right now. I'll do my best to share your story here in front of millions of people on the Midas Touch Network. Well, I want you to meet Lars, a former Trump voter from Wisconsin. Let's play It. I feel the policies that Donald Trump is suggesting are dangerous to America country needs to return to a kinder, gentler nation. My name is Lars, I'm from Wisconsin. I voted for Trump in 2016. I will be voting for Kamala Harris and Tim Waltz in 2024. I cannot stand the platform the Republican Party is running on now. It is a frightening collection of things that they wanna do to change the power structure in the federal government and also eliminate agencies and services that the federal government has provided so far, and that will cause a great deal of hardship for citizens across the country. January 6th, to me, was an abhorrent moment in American history. The fact that I watched our capitol under attack at the attempt to block the certification of our presidential election by a group of rabble-rousers and people who had been invited there by the President of the United States to disrupt this proceeding in whatever way they could. Even more horrified to hear the people called Patriots.",AGAINST,stance_republican_party,AGAINST,republican_party,-1
The Meidastouch Podcast,"2, 2 6, who assembled the largest canvassing team in Nevada to knock on doors for Kamala Harris for president. Check this out. We vote, we win, we vote, we win, we vote, we we vote, we win, we vote, we win, we vote, we win, we vote, we win, we vote, we win. Alright? And I played you Donald Trump's incredibly dangerous di device of rhetoric. I wanna show you what vice President Kamala Harris was saying at around the same time at a Republicans for Harris event. Just look at the difference between her pitching this whole idea bipartisanship like this to me, this is what America is about, not what Donald Trump is talking about. Watch this. And I am gonna actually announce we have press in the room that I have decided also, not only will I have a Republican in my cabinet, but I'm also going to, I I, I was talking to my team about it. I wanna create some structure around the following, which is I love good ideas wherever they come from. I love good ideas, Right? And so part of what I intend to do, mayor, and put some structure around, is creating a bipartisan council of advisors who can then give feedback on policy as we go forward. Because here's the thing I also understand and feel strongly about. In order for us as America to maintain our status as the strongest democracy in the world, we need a healthy two party system. We have to have a healthy two party system. We have to, It's in the best interest of all of us. It's in the best",FAVOR,stance_kamala_harris,FAVOR,kamala_harris,1
The Meidastouch Podcast,"right track, wrong track, the first time it's ever happened, where we're on the right track because this country has been on the wrong track for a long time. So the confidence in business, confidence in the country has reached an all time high. We, we have never reached levels like we are right now. Okay, And because we always show receipts here in Midas Touch, let's pull this up. Consumer confidence has registered the biggest monthly decline since August, 2021. As inflation fears take hold. The latest evidence comes from the conference boards consumer confidence index for February, which was released this past Tuesday morning. The index fell to 98.3, falling for the third straight month and marking the largest monthly decline since August, 2021 as expectations for inflation in the year ahead climbed. And that coincides with the trends that were reflected in the University of Michigan's consumer survey for February. Trump then turned the meeting over to Elon Musk to tell people what is happening because apparently he doesn't know what the heck is going on. And Trump said that Elon probably found fraud, but he won't be able to prove it. And The Doge is very important and Elon is here to give you a summary of what's happening. Some of the things they found, some of the horrible things, they found some of the theft and fraud, and we call it waste and abuse, but a lot of fraud and probably some fraud that we're not gonna be able to prove is fraud. But when you hear the names in the places where there's money's going, it's, it's a disgrace. Elon",NONE,stance_elon_musk,NONE,elon_musk,0
The Ben Shapiro Show,"the United States. Consumers get absolutely screwed industries turn into zombie industries subsidized by the federal government. This is the story of the car industry in the 1960s and seventies in the United States. But here is Joe Biden trying to make sure that he's got those union voters in the bag for Kamala Harris. There's more we can do for everyone. We can't give up. They told me every major piece of legislation we passed to give us the strongest economy in the history and the strongest economy in the world. We got more to do for working people. By the way, everybody does better when there's more unions. That is eminently untrue as any business person will tell you. That is not true. Sometimes unions are good. The vast majority of the time unions make demands that actually bankrupt the businesses they're supposed to be negotiating with. Meanwhile, Kamala Harris was campaigning with Joe Biden and more of this, frankly, I think Republicans should be tying Kamala Harris to Joe Biden because again, she is only famous. She's only a prominent political figure. She's only a democratic nominee because she was put in power by Joe Biden and she promptly turned around and stabbed him directly in the neck. Here she was this rally bragging about her tie breaking vote on the Inflation reduction Act. So she doesn't wanna own the inflationary record of the Biden administration, but she brags about being one of the people who was the deciding factor in the so-called Inflation Reduction Act, which was one factor in the 40 year highs in inflation we have seen under this terrible administration Two years ago as vice president, I was proud to cast the tie breaking vote that",NONE,stance_united_kingdom,AGAINST,united_kingdom,-1
Matt And Shanes Secret Podcast,"50 guys are going down for? I, I think a guy was just kind of like, like this is what Diddy was getting accused of with Cassie or Ca, whatever her name is. Cassidy. Yeah. Saying like, he would just be like, imagine you took your wife out to a nice dinner and then like when you got home, you're like surprised babe. And they were just like four dudes there and she's like, ah, I don't really feel like it. And he's like, nah, it's going down. And he would just have her get, allegedly, have her get kind of banged out. Wow. And I think the French guy was going ham with it at the same setup where he'd be like, surprise. It's wild. And it was just like four of his, four dudes. I'm not gonna say his bros. I don't know if they his bros or not, but it'd be like, like four or five dudes would just Yeah. Run the fucking Banging out his wife. Yeah. Just bang. It was like, apparently 50 dudes got caught Through and he's a real wealthy, like celebrity in Francis kind Of guy. I guess so. Yeah. Which is the craziest thing to get caught with. Yeah. The human brain is wild, isn't it? Wild? Yeah man, it's fucked up. And that's such a, that's such a wild one though, man. Yeah. They go, you're not gonna fuck me. All right. You just have like dudes come through or They get off on it watching dudes kind of Yeah. Uncomfortably bang their wife. Yeah. It's a weird thing, man. People Got weird things. It's crazy, bro. We all got something. Never me, bro. I'm, I'm new dude. Dude. That's why New Bruno, bro. Now I would",AGAINST,stance_diddy,NONE,diddy,0
The Ramsey Show,"five minutes, just go to Ramsey Solutions dot com slash wills quiz Ramsey Solutions dot com slash wills quiz. Hey John. Yeah, Dave Amazon Music. Just put up a huge Ramsey show billboard on Times Square. It's kind of amazing. Did you See it? No. See the pic, look at it. Is that pretty cool? Wow. We picked the best looking personality. I was gonna say, didn't put George on there, that kind of hurts. Yeah, George and Jade. Apparently we need a new that. Well Jade, you know, we Just took a new picture, but I guess they didn't have that with all of us in it, but yeah, Dude, amazing. That's really great. That's pretty cool. I'm, I mean, those things are digital, so it was probably up there eight or 10 seconds, but Somebody caught it and it, now it's forever. Whoops. Yeah. Whoa, When you were a little kid in east Tennessee, did you think one day someday I'll be on Times Square, Gonna be in Times Square. Yeah. Surrounded by a couple of goofballs in Jade Warshaw. There you go. And the 8,000 other digital billboards. Yeah, but it's still, it's wonderful. Thank you Amazon music. Seriously, all kidding aside. No, that's fantastic. That's, That's what a what a thing. Very nice. Alright, McKenzie's with us in Dallas, Texas. Hi McKenzie. What's up? Hi Dave. Hi John. So my question for you guys is my mom asked me to help her plan for retirement and in doing So we met with a financial planner and they advised her to sell some stocks that are actually in my dad's name in order to pay off her debt. and I'm not sure how to advise her because A, she'd have to, you know, get",NONE,stance_united_states,NONE,united_states,0
Pod Save America,"terrible fucking name bead. This is, you know what some of this shit, I'm like, this is why, this is why we're doing this is Why Doge exists. Yes. Yeah. Right. It passes part of the infrastructure. Bill could have just said broadband, we're doing broadband anyway. They set aside more than 40 billion to improve broadband in rural areas by growing the fiber optic network. It didn't really happen that well. Again, that's another problem for Democrats to think about next time if we ever wanna be in power again. But Elon surprise surprise thinks that it should be satellite internet instead. And that starlink should, should, should run this show. I Am shocked to find that out. So stipulating starlink might be great to use. It might be the right solution for all of our connectivity challenges for air traffic control, who knows, still feels like a, a major conflict of interest at best, that we're not having companies bid for these contracts. We're just gonna have the guy that's running this that's single handedly cutting government, firing people. His companies get the contracts. It's a coincidence. It's hard to imagine how that happened. It feels Like Democrats should make some noise about this. No, what do you think? Yes. I think Elon Musk is Donald Trump's political Achilles heel. Yeah. We've seen this in polling and in focus groups that Peter Hammy wrote about in Puck News the other day. Voters are, they don't trust Elon Musk. I Think he's a tool. That's what one of them said. Trump voters said he was a tool. He's A love that Trump voter, That Trump voter had a point that, but they don't, they don't trust him. They don't like him running around unilaterally slashing government. They",AGAINST,stance_donald_trump,AGAINST,donald_trump,-1
Pod Save America,"fee waive for new customers with the purchase of a phone and activation by September 2nd, 2024, taxes, fees and third party charges will apply. See website for additional details. Hi, I'm Angi Hicks, co-founder of Angi. When you use Angi for your home projects, you know all your jobs will be done. Well. Roof repair done well. Kitchen sink install done well. Deck upgrades done well. Electrical upgrade done well. Angie's been connecting homeowners with skilled pros for nearly 30 years. So we know the difference between done and done. Well hire high quality certified pros at Angi dot com. Let's talk about our democratic nominee Vice President Kamala Harris. On Monday. She endorsed President Biden's brand new proposal for Supreme Court reform, which includes 18 year term limits for justices. An enforceable ethics code and a constitutional amendment that would strip away criminal immunity for former presidents. The Harris campaign also needled the Trump campaign over their refusal to commit to the debate they had already agreed to. And the campaign put out a statement saying Harris will be at the a BC debate on September 10th. Whether or not Trump is there. Clearly the energy and enthusiasm for Harris', unlike anything we've seen in politics for a very long time, which is great. They've raised over $200 million. They're reportedly going up on the air this week. And Harris will be on the campaign trail in Atlanta Tuesday for the first time since she was in Milwaukee last week. What's your sense of how the overall strategy's coming together? I like that they're going on offense. The original frame was kind of prosecutor versus convicted felon. I think the bigger picture message is future versus the past, which is incredibly refreshing to hear and obviously for",AGAINST,stance_donald_trump,AGAINST,donald_trump,-1
The Meidastouch Podcast,"Korea jealous. And yet he says that anyone who dares heckle him will be met with extreme force on the day the two senators are assassinated in Minnesota. Maybe today's the day that We can start talking about the threat of fascist violence in the United States because we haven't had that conversation. Not really. I mean, ordinary people get it. That's why they're out in the streets facing down against the United States Marines. That's why ordinary Canadians on our side of the border are boycotting everything American. That's why people are speaking up against those in masks who kidnap people off the streets without the rule of law. But our pundits, our analysts, those specialists who explain politics to normal people, they just haven't wanted to call it for what it is. You know, I, I keep hearing them talk about waiting for Trump's overstep or what will happen in the midterms or waiting for the pendulum swing. That's not how fascism works. If you can arrest a judge in their courtroom, then you can arrest a mayor on the street. And if you can do that, you can throw a senator to the ground and hold him if he asks a question. And if you can get all those steps passed, then you move to the next level, which is political violence and assassination. And we just crossed that line today. Donald Trump has been using increasingly violent rhetoric because it's very clear he wants to push America over the brink so that he can bring in the kind of fascist control, totalitarian control. This is not some outlandish conspiracy theory. Anyone who's worked with Trump has talked about",AGAINST,stance_united_states,AGAINST,united_states,-1
NPR,"Both Donald Trump and Kamala Harris are pushing to end taxes on tipping. But economists say any policy that bans taxes on tips could be abused if guardrails aren't put in place.Ethan Miller/Getty Imageshide caption Both Donald Trump and Kamala Harris are pushing to end taxes on tipping. But economists say any policy that bans taxes on tips could be abused if guardrails aren't put in place. Both major party presidential nominees Donald Trump and Kamala Harris are on the same side of one issue. Getting rid of taxes on tips. But what would thatreallylook like in practice?Wailin Wong and Darian Woods from NPR's daily economics podcast,The Indicator, dive into the potential guardrails for a policy that many economists believe could easily go off track.For sponsor-free episodes ofConsider This,sign up for Consider This+via Apple Podcasts or atplus.npr.org.Email us atconsiderthis@npr.org. This episode was produced by Angel Carreras. It was edited by Kate Concannon and Adam Raney. Our executive producer is Sami Yenigun.",NONE,stance_kamala_harris,NONE,kamala_harris,0
Vince,"owe you shit. We should all end up in the same place. Bullshit. And what we should all get favors from La San Francisco connected, liberal, wannabe politicians like you did. Freaking phony bullshit artist. That's exactly what this woman is. And she's a freaking communist. You just heard her say it. Flags in the chat, please. The arrest of the telegram, CEO I'm convinced is part of a new Russiagate coming up. I don't know how they're gonna do it exactly, but there was a raid recently on two specific figures who have done some commentary with a Russia base network. They're gonna somehow, I believe, tie that in the arrest of the telegram CEO to some fake phony Russian effort again to steal the election. I know what you're thinking. There's no way they're gonna go back to Russiagate part seven. Yes they will because the media, I promise, will cover for them. Don't tell me what they won't do. Tell me what they did. Because what they did, the the the past is prologue. They will do again. Here's what I mean. In addition to the telegram, CEO who is I'm almost a hundred percent certain gonna be tied to some Russiagate fake story again. And you, you got the flag in the chat. They're also starting to panic. They're starting to real. If Kamala Harris is really up seven points in this poll we just saw coming out today, which is ridiculous. Again, I'm not a red wave guy as You know. I don't buy any of this Kamala Harris BS at all. This is all AstroTurf folks. There is zero chance she is up seven nationally. Zero, zero. If they were up by that amount, they would not be",NONE,stance_el_salvador,AGAINST,el_salvador,-1
The Ben Shapiro Show,"respect. And the fellowship doesn't just talk, they act right now. They're on the ground providing real help to vulnerable Jewish families and elderly around the globe. We're talking about food, medical care, emergency assistance and security to people who need it most. Look as somebody who spent years talking about Judeo-Christian values, I can tell you this organization represents exactly what makes our line so powerful. It's about Christians and Jews coming together to do what our faiths command helping those in need. If you wanna be part of this incredible mission, visit Ben for the fellowship.org. That's been for the fellowship.org. Your support makes a real difference in people's lives. Give and give generously. They're doing amazing work on the ground. Visit Bend for the fellowship.org. Again, that's Ben for the fellowship.org. Once more, Ben, for the fellowship.org. God bless and thank you. So when, when you look at the sort of institutional obstacles to success here, obviously there's the entrenched obstacles that are gonna require the kind of personnel cleaning out. You're talking about inside the executive branch, and then there's the matter of legislation. We mentioned it briefly, the Republicans have an unbelievably narrow majority in the house. They have a very slim majority in the Senate. And because Republicans are institutionalists, they don't wanna blow up the filibuster. I've made the suggestion to Senator Thune and to other members of the United States Senate and that it's a suggestion comes courtesy of my business partner, which I think is actually a, a great suggestion, which is that if you believe that the filibuster ought to be retained, which I do, but apparently Democrats only situationally believe ought to be retained. If they are in power, it should be blown up.",NONE,stance_united_states,FAVOR,united_states,1
Shawn Ryan Show,"we need as human beings. It's something that we've been deprived of. It's really weird. It's, it's, I crave it. I don't know if craving is the right word, but I, I don't know any other way to put it. I feel like, I feel like psychedelics make you smarter. I really honestly believe that psychedelics make you smarter, smarter at accessing memories, smarter it, navigating your life. You get, I, it just clears, it just clears all the shit up and gives you clear direction and where to go and, and new, new perspectives on past events and, and current events and, and, and relationships. And, and so, you know, but at the, at the same time, I really, I have a lot of respect for the, for the medicine itself. And so it's not, you're not gonna see me at a party eating a bag of mushrooms. I was just gonna ask you that. I was gonna say, okay, it sounds like Sean is doing this in the kind of environment where there's reverence and Respect. Yeah. If, if I do, it calendar's blocked off. It's, it's, no kids. Like, it's, it's a very, I take it very seriously. I don't, I don't mess around, I don't just do it on a whim. I put a lot of thought into why I'm doing it, what I'm gonna do it, how I'm gonna do it, preparation for afterwards. You know, I, I'm not just gonna come back to work the next day. So I mean, I'm, I'm, if I'm gonna do it, then I'm gonna set it up to where I'm gonna get the most out of the ex, out of the, out of the experience. But, but, but yeah, it's, it's just interesting to talk to somebody like",NONE,stance_religion,NONE,religion,0
The Tucker Carlson Show,"but they won't even give a black mother AdChoices or a chance to maybe try another school because the public schools are so locked in to what the teacher's unions want. And I'm not here to say that I wasn't exactly, you know, part of that Democrat party and the unions and the teachers union. You were part of it. That's why it, it's so interesting. Yeah. Well yeah, you're a product. I mean, you're the governor of the state. Right. And you came outta that world. I did. So Well that's why it's worth asking you about this. 'cause you've seen Yeah. You've seen the whole scope of it. That's Right. From the daily years to present. That's Right. And you know the Democrat party that I was in the party of the second mayor Daily. Yeah. The party, the first mayor. Daily practical, you know, practical governance, just make people's lives better. They The best snow plowing in the United States. That's it. That's when it snowed. Chicago got plowed before the suburbs. It was I saw it. It was amazing. Yes, That's right. And not too stuck on ideology, but there were certain values that were fundamental to traditional Democrats. What were they love of country. Well, faith, family, love of country. And this Democrat party is none of those three And. there is an assault on faith in America by these Democrats, by the more radical Democrats. And it's something that has grown over the last couple of decades. Something I saw when I was a Democratic member of Congress, I hope I don't turn your listeners off, but I supported Pelosi to be the Democrat leader when I was there. I saw even the beginnings of that when they were trying to",AGAINST,stance_democratic_party,NONE,democratic_party,0
The Meidastouch Podcast,"tariffs to 30% tariffs. He's still taxing his own people. China's like, we're gonna project stability on the world stage. Let Donald Trump fumble the, the ball fumble what the US had built internationally for more than a century. Even look at how Brazil's President Lula is talking about Brazil's president. Lula is like, look, we're trying, this is what a lot of countries say. Like, we're trying to negotiate a deal with Donald Trump. But the US needs to understand it is important to respect the integrity of other countries and institutions in the other countries. And he goes, Lula goes, if there's no agreement on tariffs, we could seek WTO, the World Trade Organization or take measures of reciprocity. In other words, retaliate. And we're seeing over and over again, right? Whether it's Japan, Brazil, Canada, the European Union, Australia, wherever. It's kind of a common theme that these countries have. They're like, look, India, we want to trade with the us. We like the American people. We like American ingenuity and entrepreneurship. American businesses are important, but you can't treat our nations with disrespect. You can't declare economic warfare on our countries and then just expect us to capitulate to you, Donald. You don't hold the cards, Donald. There's an international community out there that holds the cards and sure you'll cause damage. Yes. Like any bully, you may harm countries. Yes, absolutely. But countries need to protect their sovereignty. So drop the tariffs and let's make real deals. And Trump doesn't wanna do that. Trump raises the tariffs against aluminum and steal from 25% to 50%. Just think about this. Trump's broken his fake deal with the United Kingdom already, right? It was a fake deal to begin with. Begin. There were no actual terms of",AGAINST,stance_donald_trump,AGAINST,donald_trump,-1
